,address_id,postal_code,district,region,customer_id,birthdate,gender,job_type,email_provider,flag_phone_provided,flag_privacy,customer_age,account_id,favorite_store,loyalty_type,loyatlty_status,activation_date,order_id,store_id,product_id,direction,gross_price,price_reduction,purchase_datetime,product_class
1080,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,79af49ff751bb26775b43975fb372590,36,31041850,1,5.38,0.0,2022-06-02 11:25:53,3
1084,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,eba66f5fd686efaf9107d30e074c499e,2,31041850,1,2.69,0.0,2022-07-13 12:23:23,3
1087,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,79af49ff751bb26775b43975fb372590,36,31041766,1,2.14,0.0,2022-06-02 11:25:53,3
1091,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,cbc543e1e5c763a56a76d56f8a633e45,36,31087273,1,1.76,0.0,2022-06-05 11:36:04,3
1095,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,31087273,1,1.76,0.0,2022-08-04 10:45:49,3
1098,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,47e7cc4460dab1ddcc192856e46f4067,36,36324302,1,0.95,0.0,2022-10-28 12:27:32,1
1102,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,47e7cc4460dab1ddcc192856e46f4067,36,36324274,1,0.85,0.0,2022-10-28 12:27:32,1
1106,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,28e046cb91d6762f9e12d3509dad85da,10,35569604,1,5.99,0.0,2023-03-22 20:35:25,3
1110,80651,16153,GE,LIGURIA,94505,1967-10-11,M,0,libero.it,1.0,True,55.0,287715,20,standard,1,2022-05-12,e0f071e96f19236ebff9d02c90f65fba,20,35265692,1,6.99,0.0,2023-01-21 14:00:19,11
1113,101061,4024,LT,LAZIO,112032,1980-11-04,F,0,libero.it,1.0,True,42.0,434122,38,standard,1,2022-07-28,1e75cdc3f4beb1e2ae27cc962995cc03,38,35582911,1,8.9,0.0,2022-07-28 12:42:37,13
1114,101061,4024,LT,LAZIO,112032,1980-11-04,F,0,libero.it,1.0,True,42.0,434122,38,standard,1,2022-07-28,1e75cdc3f4beb1e2ae27cc962995cc03,38,34345066,1,2.7,0.0,2022-07-28 12:42:37,14
1115,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,94be9c7634379bc9c84d2cd1c2a30bcd,43,34345066,1,1.4,0.0,2022-10-27 12:44:12,14
1325,101061,4024,LT,LAZIO,112032,1980-11-04,F,0,libero.it,1.0,True,42.0,434122,38,standard,1,2022-07-28,1e75cdc3f4beb1e2ae27cc962995cc03,38,36076222,1,3.9,0.0,2022-07-28 12:42:37,10
1326,101061,4024,LT,LAZIO,112032,1980-11-04,F,0,libero.it,1.0,True,42.0,434122,38,standard,1,2022-07-28,1e75cdc3f4beb1e2ae27cc962995cc03,38,34843564,1,0.8,0.0,2022-07-28 12:42:37,10
1327,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,4e48d050d8d509c2ca8671a662d27a0f,3,34843564,1,0.8,0.08,2022-11-11 14:23:23,10
1331,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,368409ff77b3313403f57a636550f706,43,34843564,1,0.8,0.0,2023-04-06 19:53:22,10
1366,101061,4024,LT,LAZIO,112032,1980-11-04,F,0,libero.it,1.0,True,42.0,434122,38,standard,1,2022-07-28,1e75cdc3f4beb1e2ae27cc962995cc03,38,36237600,1,5.99,0.0,2022-07-28 12:42:37,13
1368,269215,138,0,0,289021,1972-10-11,F,0,libero.it,1.0,True,50.0,200970,37,standard,1,2022-04-04,c6f478d167a5e681d26e25bfb4518e63,37,35619724,1,18.0,0.0,2022-09-04 18:40:27,7
1369,436887,20095,MI,LOMBARDIA,458071,1981-06-21,M,0,gmail.com,1.0,True,42.0,391452,15,business premium,1,2022-07-02,7a6063a05a7466db44a0e71b905f50f2,15,35738633,1,4.99,0.0,2022-08-12 16:30:28,11
1373,667413,25100,BS,LOMBARDIA,682978,1970-04-09,M,0,gmail.com,1.0,True,53.0,646730,48,premium,1,2022-11-13,36f198dd69a2702b5764a581315e792a,48,35738633,1,4.99,0.0,2022-11-15 12:16:52,11
1376,436887,20095,MI,LOMBARDIA,458071,1981-06-21,M,0,gmail.com,1.0,True,42.0,391452,15,business premium,1,2022-07-02,7a6063a05a7466db44a0e71b905f50f2,15,36507765,1,24.95,0.0,2022-08-12 16:30:28,13
1380,436887,20095,MI,LOMBARDIA,458071,1981-06-21,M,0,gmail.com,1.0,True,42.0,391452,15,business premium,1,2022-07-02,e5228dd217c42c6ba4395b79deedd4a5,15,36477952,1,9.9,0.0,2022-08-18 16:58:09,11
1384,436887,20095,MI,LOMBARDIA,458071,1981-06-21,M,0,gmail.com,1.0,True,42.0,391452,15,business premium,1,2022-07-02,e5228dd217c42c6ba4395b79deedd4a5,15,35214914,1,11.9,0.0,2022-08-18 16:58:09,11
1388,436887,20095,MI,LOMBARDIA,458071,1981-06-21,M,0,gmail.com,1.0,True,42.0,391452,15,business premium,1,2022-07-02,712b57403dfaa7fe4f853a14f1fb062b,15,35738962,1,2.99,0.0,2022-08-19 14:30:02,11
1392,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,9b2635a025cd5f7a3bce09e63ffc60cc,39,36328803,1,19.95,0.0,2022-06-19 16:30:04,13
1393,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,b4ff827795419797c8608842e84f232e,39,36273580,1,16.9,0.0,2022-08-08 12:14:40,13
1394,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,b91ff381ef7e3d919f863aac40d37f36,39,34916035,1,2.5,0.0,2022-08-08 13:19:07,4
1395,555316,47,RM,LAZIO,572518,1982-02-22,M,0,gmail.com,0.0,True,41.0,539045,42,premium,1,2022-09-21,8ed5ccbd3dc27aa76384d924d9b312b4,42,34916035,1,2.5,0.0,2022-09-21 12:07:42,4
1396,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,63ac80fb97514cc3c8692e79901d8bae,39,35958874,1,99.8,0.0,2022-08-11 13:02:48,8
1397,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,63ac80fb97514cc3c8692e79901d8bae,39,35750813,1,26.9,0.01,2022-08-11 13:02:48,3
1398,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,34067383,1,3.95,0.0,2022-10-17 09:09:00,11
1399,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,36572354,1,7.57,0.0,2022-10-17 09:09:00,2
1400,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,34452173,1,21.0,0.0,2022-10-17 09:09:00,10
1401,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,36572375,1,10.47,0.0,2022-10-17 09:09:00,2
1402,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,33815845,1,11.0,0.0,2022-10-17 09:09:00,2
1403,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,36639295,1,78.66,7.87,2022-05-04 09:53:05,6
1411,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,34332746,1,26.4,2.64,2022-05-04 09:53:05,7
1415,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,35289723,1,134.1,13.41,2022-05-04 09:53:05,7
1419,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,35984396,1,160.0,16.0,2022-05-04 09:53:05,7
1423,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,e6c2014aca4a0f1f9863df652935e0bd,5,35984396,1,160.0,11.01,2022-06-04 19:55:12,7
1424,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,35984452,1,110.0,11.0,2022-05-04 09:53:05,7
1425,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,35984452,1,115.0,11.49,2022-11-11 14:19:58,7
1432,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,e6c2014aca4a0f1f9863df652935e0bd,5,35984452,1,110.0,11.0,2022-06-04 19:55:12,7
1433,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,33868681,1,189.0,18.9,2022-05-04 09:53:05,7
1437,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,36639302,1,1389.66,138.96,2022-05-04 09:53:05,6
1445,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,34609722,1,2.95,0.3,2022-11-11 14:19:58,9
1449,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,34581001,1,4.9,0.49,2022-11-11 14:19:58,3
1450,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,4e48d050d8d509c2ca8671a662d27a0f,3,34581001,1,4.9,0.49,2022-11-11 14:23:23,3
1457,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,36255940,1,1.0,0.1,2022-11-11 14:19:58,4
1461,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,34905192,1,57.98,5.8,2022-11-11 14:19:58,12
1465,657419,20822,MB,LOMBARDIA,672955,1959-07-28,F,0,unimi.it,1.0,True,63.0,635511,15,standard,1,2022-11-08,c81329cc5c5941e651b5f6897aee4b12,15,35874216,1,2.6,0.0,2022-11-17 18:14:05,3
1470,657419,20822,MB,LOMBARDIA,672955,1959-07-28,F,0,unimi.it,1.0,True,63.0,635511,15,standard,1,2022-11-08,1bf8aab447f18a87be7130a4e34ef899,15,35661724,1,39.7,3.9,2022-11-22 17:41:34,3
1475,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,b60d00c10d924924b0f8df3f3d6ebc55,24,34260401,1,3.15,0.0,2022-10-11 19:36:18,11
1479,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,55b73109139b77fdc36d6dd334b7c039,24,36128162,1,2.49,0.0,2023-03-15 18:53:38,11
1487,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,55b73109139b77fdc36d6dd334b7c039,24,35750295,1,0.9,0.0,2023-03-15 18:53:38,11
1491,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,55b73109139b77fdc36d6dd334b7c039,24,36128141,1,1.95,0.0,2023-03-15 18:53:38,11
1495,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,55cc33dd777d9b4e9f85db17c338addf,24,36255954,1,2.6,0.0,2023-04-18 17:53:38,4
1499,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,06490008ab9b32f97b03853a5b103ea9,47,33937225,1,5.6,0.0,2022-07-18 11:09:14,3
1501,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,6f7bd0cfde7e535920162b913c17dbe5,47,33937225,1,5.6,0.0,2022-07-30 15:40:30,3
1503,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,77c7da48354cfe99c60f879f19b4efa3,47,36588265,1,6.9,0.0,2022-08-07 15:04:13,3
1504,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,77c7da48354cfe99c60f879f19b4efa3,47,34982353,1,5.19,0.0,2022-08-07 15:04:13,3
1505,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,77c7da48354cfe99c60f879f19b4efa3,47,34219346,1,4.9,0.0,2022-08-07 15:04:13,10
1506,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,77c7da48354cfe99c60f879f19b4efa3,47,34955886,1,1.6,0.0,2022-08-07 15:04:13,4
1507,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,8539489e60f1de30ba3f7736051364b3,47,33892502,1,3.6,0.0,2022-08-23 11:07:27,3
1508,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,ff82e79de578076eaeb885ac0054938f,47,35494025,1,23.9,0.0,2022-09-19 12:00:45,3
1509,453801,50019,FI,TOSCANA,474890,1982-02-19,F,0,gmail.com,1.0,True,41.0,410302,47,standard,1,2022-07-14,abf93409d07fc7059a1449bc5389b1d2,47,31302894,1,4.9,0.0,2022-09-27 11:04:33,10
1510,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,ca50787e4210bde96715b43e3b1e1a64,5,30097340,1,2.65,0.0,2022-08-24 17:14:16,11
1511,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,ca50787e4210bde96715b43e3b1e1a64,5,35903266,1,134.55,0.0,2022-08-24 17:14:16,6
1512,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,33348714,1,9.5,0.0,2022-11-18 15:48:53,11
1513,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,35315224,1,8.95,0.0,2022-11-18 15:48:53,11
1514,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,34389250,1,25.25,0.0,2022-11-18 15:48:53,11
1515,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,34389264,1,51.0,0.0,2022-11-18 15:48:53,11
1516,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,36318002,1,7.6,0.0,2022-11-18 15:48:53,8
1517,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,72ac170bca12b2f0917e6b75883cc239,5,32055275,1,1.83,0.29,2023-03-30 20:24:46,3
1518,216511,181,RM,LAZIO,234763,1990-07-25,M,0,hotmail.com,1.0,False,32.0,141027,13,business standard,1,2022-03-07,0764213ae60a16a7a3e80cc6a0830134,37,36135855,1,1.99,0.49,2022-05-04 18:14:23,9
1522,216511,181,RM,LAZIO,234763,1990-07-25,M,0,hotmail.com,1.0,False,32.0,141027,13,business standard,1,2022-03-07,9cea4221459b91d88a180c9f55526cd0,37,34129305,1,12.75,0.0,2022-05-17 18:04:50,9
1526,216511,181,RM,LAZIO,234763,1990-07-25,M,0,hotmail.com,1.0,False,32.0,141027,13,business standard,1,2022-03-07,cd2f9c4c0800430618443f1bcc33caa2,37,36268946,1,3.85,0.0,2022-05-28 15:26:29,3
1530,216511,181,RM,LAZIO,234763,1990-07-25,M,0,hotmail.com,1.0,False,32.0,141027,13,business standard,1,2022-03-07,5d6b847d91120fc6ed01bff29417a6c6,33,35209202,1,0.99,0.0,2022-09-22 14:10:49,7
1534,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,c647768dd3be06b805db0f4c4b26aa79,2,36530704,1,13.1,1.31,2022-05-08 18:20:25,3
1537,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,c647768dd3be06b805db0f4c4b26aa79,2,35132664,1,12.1,1.21,2022-05-08 18:20:25,3
1540,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,1c2bb58c1b3bbbf1e051042e8100915d,2,35851074,1,1.8,0.0,2022-05-16 19:58:47,4
1543,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,1c2bb58c1b3bbbf1e051042e8100915d,2,35859005,1,3.6,0.0,2022-05-16 19:58:47,4
1546,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,1c2bb58c1b3bbbf1e051042e8100915d,2,36238020,1,0.3,0.0,2022-05-16 19:58:47,10
1547,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,36238020,1,0.3,0.0,2022-08-04 10:45:49,10
1552,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,1c2bb58c1b3bbbf1e051042e8100915d,2,32865063,1,3.0,0.0,2022-05-16 19:58:47,4
1555,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,7b89f691fbc6e7e9488d68f7fdcdf420,2,34981324,1,14.04,1.4,2022-05-21 10:20:29,3
1556,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34981324,1,11.25,0.0,2022-08-04 10:45:49,3
1561,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,7b89f691fbc6e7e9488d68f7fdcdf420,2,34925191,1,37.9,3.79,2022-05-21 10:20:29,3
1564,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,7b89f691fbc6e7e9488d68f7fdcdf420,2,31125675,1,6.2,0.62,2022-05-21 10:20:29,7
1565,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,8fcadda61b99b6c52e9766a5741e9bb1,2,31125675,-1,-6.2,-0.62,2022-05-21 10:42:23,7
1570,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,7b89f691fbc6e7e9488d68f7fdcdf420,2,33884130,1,38.9,3.89,2022-05-21 10:20:29,3
1576,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,7b89f691fbc6e7e9488d68f7fdcdf420,2,36472415,1,119.0,11.9,2022-05-21 10:20:29,7
1579,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,8399d31e1d6794749a2381c6a3ee7cdc,2,31056312,1,159.2,15.92,2022-06-09 10:14:44,6
1582,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,f6bfd2b23f4b1855e27be2b08bf1aa00,2,35919870,1,2.49,0.25,2022-06-24 19:10:58,5
1585,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,f6bfd2b23f4b1855e27be2b08bf1aa00,2,35255360,1,69.9,6.99,2022-06-24 19:10:58,11
1588,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,f6bfd2b23f4b1855e27be2b08bf1aa00,2,35482566,1,19.98,2.0,2022-06-24 19:10:58,7
1591,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,f6bfd2b23f4b1855e27be2b08bf1aa00,2,35658966,1,11.5,1.15,2022-06-24 19:10:58,6
1594,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,9795de9e4046773b49576cf22a3d816c,2,35573174,1,7.95,0.0,2022-07-03 16:56:59,3
1597,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,9795de9e4046773b49576cf22a3d816c,2,34420680,1,1.85,0.0,2022-07-03 16:56:59,8
1600,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,971153ed2a5b372a7c5c38c1090b646b,2,36299641,1,69.9,6.99,2022-07-03 17:09:19,7
1603,157105,20847,MB,LOMBARDIA,173764,1981-07-10,M,0,hotmail.it,1.0,True,41.0,73708,34,standard,1,2022-02-06,cde117875336b41b5c8e2586ca900660,34,36299641,1,69.9,0.0,2022-08-16 16:21:57,7
1604,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,eba66f5fd686efaf9107d30e074c499e,2,31041780,1,2.14,0.0,2022-07-13 12:23:23,3
1607,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,577ec30b668531e8ac36c66ff374462c,2,48070302,1,24.99,24.99,2022-07-21 12:38:06,7
1610,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34334643,1,29.0,0.0,2022-08-04 10:45:49,7
1613,632791,27100,PV,LOMBARDIA,431885,1957-03-08,M,0,live.it,1.0,True,66.0,433986,1,standard,1,2022-07-28,f046c7623d72346e6a9500d7da17e624,30,34334643,1,28.99,0.0,2023-02-08 19:14:11,7
1614,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34498275,1,0.6,0.0,2022-08-04 10:45:49,3
1617,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,35156163,1,34.4,0.0,2022-08-04 10:45:49,7
1620,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,35761110,1,29.99,0.0,2022-08-04 10:45:49,7
1623,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34498261,1,0.4,0.0,2022-08-04 10:45:49,3
1626,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34578922,1,49.9,0.0,2022-08-04 10:45:49,7
1629,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,34578922,1,49.9,4.99,2022-10-15 19:49:59,7
1636,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34578950,1,49.9,0.0,2022-08-04 10:45:49,7
1639,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,34578950,1,49.9,4.99,2022-10-15 19:49:59,7
1646,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,35156121,1,34.5,0.0,2022-08-04 10:45:49,7
1649,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,d180be4cdd1d4c01d55c95aa8a6299d3,9,33865951,1,1.6,0.0,2022-09-11 18:54:50,4
1652,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,708a2f044fe2a77339eee177a1211045,9,35315231,1,3.25,0.0,2022-12-31 11:20:54,11
